commodity,report_begin_date,average_price
Cranberries,12/10/2024,39.625
Raspberries,12/10/2024,38
Strawberries,12/10/2024,41
Strawberries,12/10/2024,41.75
Strawberries,12/10/2024,26
Strawberries,12/10/2024,20
Blackberries,12/09/2024,19.5
Blackberries,12/09/2024,40
Blueberries,12/09/2024,26
Blueberries,12/09/2024,39
Blueberries,12/09/2024,22
Cranberries,12/09/2024,39.625
Raspberries,12/09/2024,38
Strawberries,12/09/2024,41.75
Strawberries,12/09/2024,41
Strawberries,12/09/2024,20
Strawberries,12/09/2024,26
Blackberries,12/06/2024,20.875
Blackberries,12/06/2024,34.75
Blackberries,12/06/2024,44.125
Blueberries,12/06/2024,52
Blueberries,12/06/2024,31.5
Blueberries,12/06/2024,39
Cranberries,12/06/2024,39.625
Raspberries,12/06/2024,32
Raspberries,12/06/2024,38
Strawberries,12/06/2024,41
Strawberries,12/06/2024,41
Strawberries,12/06/2024,38.5
Blackberries,12/05/2024,44.125
Blackberries,12/05/2024,34.75
Blackberries,12/05/2024,20.875
Blueberries,12/05/2024,31.5
Blueberries,12/05/2024,52
Blueberries,12/05/2024,39
Raspberries,12/05/2024,38
Raspberries,12/05/2024,32
Strawberries,12/05/2024,36.5
Strawberries,12/05/2024,39.75
Cranberries,12/05/2024,39.625
Blackberries,12/04/2024,34.75
Blackberries,12/04/2024,20.875
Blackberries,12/04/2024,44.125
Blueberries,12/04/2024,52
Blueberries,12/04/2024,31.5
Blueberries,12/04/2024,39
Cranberries,12/04/2024,39.625
Raspberries,12/04/2024,38
Raspberries,12/04/2024,32
Strawberries,12/04/2024,39.75
Strawberries,12/04/2024,36.5
Blackberries,12/03/2024,34.75
Blackberries,12/03/2024,44.125
Blackberries,12/03/2024,20.875
Blueberries,12/03/2024,52
Blueberries,12/03/2024,31.5
Blueberries,12/03/2024,39
Cranberries,12/03/2024,39.625
Raspberries,12/03/2024,32
Raspberries,12/03/2024,38
Strawberries,12/03/2024,36.5
Strawberries,12/03/2024,39.75
Blackberries,12/02/2024,34.75
Blackberries,12/02/2024,44.125
Blackberries,12/02/2024,20.875
Blueberries,12/02/2024,31.5
Blueberries,12/02/2024,52
Blueberries,12/02/2024,39
Cranberries,12/02/2024,39.625
Raspberries,12/02/2024,38
Raspberries,12/02/2024,32
Strawberries,12/02/2024,39.75
Strawberries,12/02/2024,36.5
Blackberries,11/29/2024,34.75
Blackberries,11/29/2024,20.875
Blackberries,11/29/2024,44.125
Blueberries,11/29/2024,52
Blueberries,11/29/2024,31.5
Blueberries,11/29/2024,39
Cranberries,11/29/2024,39.625
Raspberries,11/29/2024,32
Raspberries,11/29/2024,38
Strawberries,11/29/2024,36.5
Strawberries,11/29/2024,39.75
Blackberries,11/27/2024,44.125
Blackberries,11/27/2024,34.75
Blackberries,11/27/2024,20.875
Blueberries,11/27/2024,52
Blueberries,11/27/2024,31.5
Blueberries,11/27/2024,39
Cranberries,11/27/2024,39.625
Raspberries,11/27/2024,38
Raspberries,11/27/2024,32
Strawberries,11/27/2024,36.5
Strawberries,11/27/2024,39.75
Blackberries,11/26/2024,20.875
Blackberries,11/26/2024,34.75
Blackberries,11/26/2024,44.125
Blueberries,11/26/2024,52
Blueberries,11/26/2024,31.5
Blueberries,11/26/2024,39
Cranberries,11/26/2024,39.625
Raspberries,11/26/2024,38
Raspberries,11/26/2024,32
Strawberries,11/26/2024,36.5
Strawberries,11/26/2024,39.75
Blackberries,11/25/2024,34.75
Blackberries,11/25/2024,44.125
Blackberries,11/25/2024,20.875
Blueberries,11/25/2024,31.5
Blueberries,11/25/2024,52
Blueberries,11/25/2024,39
Raspberries,11/25/2024,32
Raspberries,11/25/2024,38
Strawberries,11/25/2024,36.5
Strawberries,11/25/2024,39.75
Cranberries,11/25/2024,39.625
Blackberries,11/22/2024,44.125
Blackberries,11/22/2024,20.875
Blackberries,11/22/2024,34.75
Blueberries,11/22/2024,52
Blueberries,11/22/2024,31.5
Blueberries,11/22/2024,39
Raspberries,11/22/2024,38
Raspberries,11/22/2024,32
Strawberries,11/22/2024,39.75
Strawberries,11/22/2024,36.5
Cranberries,11/22/2024,39.625
Blackberries,11/21/2024,34.75
Blackberries,11/21/2024,20.875
Blackberries,11/21/2024,44.125
Blueberries,11/21/2024,52
Blueberries,11/21/2024,31.5
Blueberries,11/21/2024,39
Cranberries,11/21/2024,39.625
Raspberries,11/21/2024,38
Raspberries,11/21/2024,32
Strawberries,11/21/2024,39.75
Strawberries,11/21/2024,36.5
Blackberries,11/20/2024,44.125
Blackberries,11/20/2024,20.875
Blackberries,11/20/2024,34.75
Blueberries,11/20/2024,33
Blueberries,11/20/2024,52
Blueberries,11/20/2024,39
Cranberries,11/20/2024,39.625
Raspberries,11/20/2024,32
Raspberries,11/20/2024,38
Strawberries,11/20/2024,38.25
Strawberries,11/20/2024,36.5
Blackberries,11/19/2024,20.875
Blackberries,11/19/2024,34.75
Blackberries,11/19/2024,44.125
Blueberries,11/19/2024,33
Blueberries,11/19/2024,52
Blueberries,11/19/2024,39
Raspberries,11/19/2024,32
Raspberries,11/19/2024,38
Strawberries,11/19/2024,38.25
Strawberries,11/19/2024,36.5
Cranberries,11/19/2024,39.625
Blackberries,11/18/2024,44.125
Blackberries,11/18/2024,20.875
Blackberries,11/18/2024,34.75
Blueberries,11/18/2024,52
Blueberries,11/18/2024,33
Blueberries,11/18/2024,39
Raspberries,11/18/2024,32
Raspberries,11/18/2024,38
Strawberries,11/18/2024,36.5
Strawberries,11/18/2024,38.25
Cranberries,11/18/2024,39.625
Blackberries,11/15/2024,20.875
Blackberries,11/15/2024,34.75
Blackberries,11/15/2024,44.125
Blueberries,11/15/2024,33
Blueberries,11/15/2024,52
Blueberries,11/15/2024,39
Cranberries,11/15/2024,39.625
Raspberries,11/15/2024,32
Raspberries,11/15/2024,38
Strawberries,11/15/2024,36.5
Strawberries,11/15/2024,38.25
Blackberries,11/14/2024,20.875
Blackberries,11/14/2024,44.125
Blackberries,11/14/2024,34.75
Blueberries,11/14/2024,52
Blueberries,11/14/2024,33
Blueberries,11/14/2024,39
Cranberries,11/14/2024,39.625
Raspberries,11/14/2024,38
Raspberries,11/14/2024,32
Strawberries,11/14/2024,36.5
Strawberries,11/14/2024,38.25
Blackberries,11/13/2024,44.125
Blackberries,11/13/2024,34.75
Blackberries,11/13/2024,20.875
Blueberries,11/13/2024,33
Blueberries,11/13/2024,52
Blueberries,11/13/2024,39
Cranberries,11/13/2024,39.625
Raspberries,11/13/2024,38
Raspberries,11/13/2024,32
Strawberries,11/13/2024,36.5
Strawberries,11/13/2024,38.25
Blackberries,11/12/2024,19.5
Blackberries,11/12/2024,34.75
Blackberries,11/12/2024,44.125
Blueberries,11/12/2024,52
Blueberries,11/12/2024,33
Blueberries,11/12/2024,39
Cranberries,11/12/2024,39.625
Raspberries,11/12/2024,38
Raspberries,11/12/2024,32
Strawberries,11/12/2024,38.25
Strawberries,11/12/2024,36.5
Blackberries,11/08/2024,34.5
Blackberries,11/08/2024,19.5
Blackberries,11/08/2024,44.125
Blueberries,11/08/2024,52
Blueberries,11/08/2024,33
Blueberries,11/08/2024,39
Cranberries,11/08/2024,39.625
Raspberries,11/08/2024,32
Raspberries,11/08/2024,38
Strawberries,11/08/2024,37
Strawberries,11/08/2024,38.25
Blackberries,11/07/2024,44.125
Blackberries,11/07/2024,19.5
Blackberries,11/07/2024,34.5
Blueberries,11/07/2024,33
Blueberries,11/07/2024,52
Blueberries,11/07/2024,39
Cranberries,11/07/2024,39.625
Raspberries,11/07/2024,38
Raspberries,11/07/2024,32
Strawberries,11/07/2024,37
Strawberries,11/07/2024,38.25
Blackberries,11/06/2024,34.5
Blackberries,11/06/2024,44.125
Blackberries,11/06/2024,19.5
Blueberries,11/06/2024,33
Blueberries,11/06/2024,52
Blueberries,11/06/2024,39
Cranberries,11/06/2024,39.625
Raspberries,11/06/2024,38
Raspberries,11/06/2024,32
Strawberries,11/06/2024,28.5
Strawberries,11/06/2024,32
Blackberries,11/05/2024,44.125
Blackberries,11/05/2024,19.5
Blackberries,11/05/2024,34.5
Blueberries,11/05/2024,33
Blueberries,11/05/2024,52
Blueberries,11/05/2024,39
Cranberries,11/05/2024,39.625
Raspberries,11/05/2024,38
Raspberries,11/05/2024,32
Strawberries,11/05/2024,32
Strawberries,11/05/2024,28.5
Blackberries,11/04/2024,19.5
Blackberries,11/04/2024,34.5
Blackberries,11/04/2024,44.125
Blueberries,11/04/2024,33
Blueberries,11/04/2024,52
Blueberries,11/04/2024,39
Cranberries,11/04/2024,41.25
Raspberries,11/04/2024,32
Raspberries,11/04/2024,38
Strawberries,11/04/2024,31.5
Strawberries,11/04/2024,28.5
Blackberries,11/01/2024,44.125
Blackberries,11/01/2024,34.5
Blackberries,11/01/2024,19.5
Blueberries,11/01/2024,52
Blueberries,11/01/2024,33
Blueberries,11/01/2024,39
Cranberries,11/01/2024,41.25
Raspberries,11/01/2024,38
Raspberries,11/01/2024,32
Strawberries,11/01/2024,28.5
Strawberries,11/01/2024,31.5
Blackberries,10/31/2024,34.5
Blackberries,10/31/2024,19.5
Blackberries,10/31/2024,44.125
Blueberries,10/31/2024,52
Blueberries,10/31/2024,33
Blueberries,10/31/2024,39
Cranberries,10/31/2024,41.25
Raspberries,10/31/2024,38
Raspberries,10/31/2024,32
Strawberries,10/31/2024,31.5
Strawberries,10/31/2024,28.5
Blueberries,10/30/2024,21.5
Blackberries,10/30/2024,34.5
Blackberries,10/30/2024,44.125
Blueberries,10/30/2024,33
Blueberries,10/30/2024,52
Blueberries,10/30/2024,38
Cranberries,10/30/2024,41.25
Raspberries,10/30/2024,38
Raspberries,10/30/2024,32
Strawberries,10/30/2024,26.5
Strawberries,10/30/2024,19.625
Blueberries,10/29/2024,52
Blackberries,10/29/2024,34.5
Blackberries,10/29/2024,44.125
Blueberries,10/29/2024,21.5
Blueberries,10/29/2024,33
Blueberries,10/29/2024,38
Cranberries,10/29/2024,41.25
Raspberries,10/29/2024,38
Raspberries,10/29/2024,32
Strawberries,10/29/2024,19.625
Strawberries,10/29/2024,26.5
Blueberries,10/28/2024,21.5
Blackberries,10/28/2024,34.5
Blackberries,10/28/2024,44.125
Blueberries,10/28/2024,33
Blueberries,10/28/2024,52
Blueberries,10/28/2024,38
Cranberries,10/28/2024,41.25
Raspberries,10/28/2024,38
Raspberries,10/28/2024,32
Strawberries,10/28/2024,26.5
Strawberries,10/28/2024,19.625
Blackberries,10/25/2024,44.125
Blackberries,10/25/2024,34.5
Blueberries,10/25/2024,21.5
Blueberries,10/25/2024,52
Blueberries,10/25/2024,38
Cranberries,10/25/2024,#¡DIV/0!
Raspberries,10/25/2024,32
Raspberries,10/25/2024,38
Strawberries,10/25/2024,19.625
Strawberries,10/25/2024,26
Blackberries,10/24/2024,34.5
Blackberries,10/24/2024,44.125
Blueberries,10/24/2024,52
Blueberries,10/24/2024,21.5
Blueberries,10/24/2024,51.5
Cranberries,10/24/2024,#¡DIV/0!
Raspberries,10/24/2024,32
Raspberries,10/24/2024,38
Strawberries,10/24/2024,26
Strawberries,10/24/2024,19.625
Blackberries,10/23/2024,34.5
Blackberries,10/23/2024,44.125
Blueberries,10/23/2024,21.5
Blueberries,10/23/2024,57
Blueberries,10/23/2024,51.5
Cranberries,10/23/2024,#¡DIV/0!
Raspberries,10/23/2024,32
Raspberries,10/23/2024,38
Strawberries,10/23/2024,26
Strawberries,10/23/2024,19.625
Blackberries,10/22/2024,34.5
Blackberries,10/22/2024,44.125
Blueberries,10/22/2024,57
Blueberries,10/22/2024,21.5
Blueberries,10/22/2024,51.5
Cranberries,10/22/2024,#¡DIV/0!
Raspberries,10/22/2024,32
Raspberries,10/22/2024,38
Strawberries,10/22/2024,26
Strawberries,10/22/2024,19.625
Blackberries,10/21/2024,34.5
Blackberries,10/21/2024,43.5
Blueberries,10/21/2024,61
Blueberries,10/21/2024,21.5
Blueberries,10/21/2024,51.5
Cranberries,10/21/2024,#¡DIV/0!
Raspberries,10/21/2024,38
Raspberries,10/21/2024,32
Strawberries,10/21/2024,19.625
Strawberries,10/21/2024,26
Blackberries,10/18/2024,34.5
Blackberries,10/18/2024,43.5
Blueberries,10/18/2024,62.5
Blueberries,10/18/2024,21.5
Blueberries,10/18/2024,51.5
Cranberries,10/18/2024,#¡DIV/0!
Raspberries,10/18/2024,34
Raspberries,10/18/2024,38
Strawberries,10/18/2024,26
Strawberries,10/18/2024,18.5
Blackberries,10/17/2024,43.5
Blackberries,10/17/2024,34.5
Blueberries,10/17/2024,62.5
Blueberries,10/17/2024,21.5
Blueberries,10/17/2024,51.5
Cranberries,10/17/2024,#¡DIV/0!
Raspberries,10/17/2024,38
Raspberries,10/17/2024,34
Strawberries,10/17/2024,18.5
Strawberries,10/17/2024,26
Blackberries,10/16/2024,34.5
Blackberries,10/16/2024,43.5
Blueberries,10/16/2024,21.5
Blueberries,10/16/2024,62.5
Blueberries,10/16/2024,51.5
Cranberries,10/16/2024,#¡DIV/0!
Raspberries,10/16/2024,34
Raspberries,10/16/2024,38
Strawberries,10/16/2024,18.5
Strawberries,10/16/2024,26
Blackberries,10/15/2024,43.5
Blackberries,10/15/2024,34.5
Blueberries,10/15/2024,62.5
Blueberries,10/15/2024,21.5
Blueberries,10/15/2024,51.5
Cranberries,10/15/2024,#¡DIV/0!
Raspberries,10/15/2024,38
Raspberries,10/15/2024,34
Strawberries,10/15/2024,24.75
Strawberries,10/15/2024,17.5
Blackberries,10/11/2024,34.5
Blackberries,10/11/2024,43.5
Blueberries,10/11/2024,70.5
Blueberries,10/11/2024,21.5
Blueberries,10/11/2024,51.5
Cranberries,10/11/2024,#¡DIV/0!
Raspberries,10/11/2024,38
Raspberries,10/11/2024,34
Strawberries,10/11/2024,24.75
Strawberries,10/11/2024,17.5
Blackberries,10/10/2024,34.5
Blackberries,10/10/2024,43.5
Blueberries,10/10/2024,70.5
Blueberries,10/10/2024,21.5
Blueberries,10/10/2024,51.5
Cranberries,10/10/2024,#¡DIV/0!
Raspberries,10/10/2024,34
Raspberries,10/10/2024,38
Strawberries,10/10/2024,17.5
Strawberries,10/10/2024,24.75
Blackberries,10/09/2024,34.5
Blackberries,10/09/2024,43.5
Blueberries,10/09/2024,21.5
Blueberries,10/09/2024,70.5
Blueberries,10/09/2024,51.5
Cranberries,10/09/2024,#¡DIV/0!
Raspberries,10/09/2024,38
Raspberries,10/09/2024,34
Strawberries,10/09/2024,24.75
Strawberries,10/09/2024,17.5
Blackberries,10/08/2024,34.5
Blackberries,10/08/2024,41
Blueberries,10/08/2024,70.5
Blueberries,10/08/2024,21.5
Blueberries,10/08/2024,51.5
Cranberries,10/08/2024,#¡DIV/0!
Raspberries,10/08/2024,38
Raspberries,10/08/2024,39
Strawberries,10/08/2024,24.75
Strawberries,10/08/2024,17.5
Blackberries,10/07/2024,31.25
Blackberries,10/07/2024,42.5
Blueberries,10/07/2024,21.5
Blueberries,10/07/2024,40.5
Blueberries,10/07/2024,34
Cranberries,10/07/2024,#¡DIV/0!
Raspberries,10/07/2024,40
Raspberries,10/07/2024,39
Strawberries,10/07/2024,29
Strawberries,10/07/2024,18
Blackberries,10/04/2024,42.5
Blackberries,10/04/2024,31.25
Blueberries,10/04/2024,21.5
Blueberries,10/04/2024,40.5
Blueberries,10/04/2024,34
Cranberries,10/04/2024,#¡DIV/0!
Raspberries,10/04/2024,40
Raspberries,10/04/2024,39
Strawberries,10/04/2024,28
Strawberries,10/04/2024,29.5
Blackberries,10/03/2024,42.5
Blackberries,10/03/2024,31.25
Blueberries,10/03/2024,21.5
Blueberries,10/03/2024,40.5
Blueberries,10/03/2024,34
Cranberries,10/03/2024,#¡DIV/0!
Raspberries,10/03/2024,40
Raspberries,10/03/2024,39
Strawberries,10/03/2024,28
Strawberries,10/03/2024,29.5
Blackberries,10/02/2024,31.25
Blackberries,10/02/2024,42.5
Blueberries,10/02/2024,21.5
Blueberries,10/02/2024,40.5
Blueberries,10/02/2024,34
Cranberries,10/02/2024,#¡DIV/0!
Raspberries,10/02/2024,39
Raspberries,10/02/2024,40
Strawberries,10/02/2024,28
Strawberries,10/02/2024,29.5
Blackberries,10/01/2024,31.25
Blackberries,10/01/2024,42.5
Blueberries,10/01/2024,21.5
Blueberries,10/01/2024,40.5
Blueberries,10/01/2024,34
Cranberries,10/01/2024,#¡DIV/0!
Strawberries,10/01/2024,29.5
Strawberries,10/01/2024,28
Raspberries,10/01/2024,39
Raspberries,10/01/2024,40
Blackberries,09/30/2024,31.25
Blackberries,09/30/2024,42.5
Blueberries,09/30/2024,21.5
Blueberries,09/30/2024,40.5
Blueberries,09/30/2024,34
Cranberries,09/30/2024,#¡DIV/0!
Strawberries,09/30/2024,29.5
Strawberries,09/30/2024,28
Raspberries,09/30/2024,40
Raspberries,09/30/2024,39
Blackberries,09/27/2024,31.25
Blackberries,09/27/2024,42.5
Blueberries,09/27/2024,21.5
Blueberries,09/27/2024,40.5
Blueberries,09/27/2024,34
Cranberries,09/27/2024,#¡DIV/0!
Raspberries,09/27/2024,39
Raspberries,09/27/2024,40
Strawberries,09/27/2024,28
Strawberries,09/27/2024,29.5
Blackberries,09/25/2024,42.5
Blackberries,09/25/2024,31.25
Blueberries,09/25/2024,21.5
Blueberries,09/25/2024,40.5
Blueberries,09/25/2024,34
Cranberries,09/25/2024,#¡DIV/0!
Raspberries,09/25/2024,39
Raspberries,09/25/2024,40
Strawberries,09/25/2024,28
Strawberries,09/25/2024,29.5
Blackberries,09/24/2024,31.25
Blackberries,09/24/2024,42.5
Blueberries,09/24/2024,40.5
Blueberries,09/24/2024,21.5
Blueberries,09/24/2024,34
Raspberries,09/24/2024,39
Raspberries,09/24/2024,40
Strawberries,09/24/2024,28
Strawberries,09/24/2024,29.5
Blackberries,09/23/2024,42.5
Blackberries,09/23/2024,31.25
Blueberries,09/23/2024,21.5
Blueberries,09/23/2024,40.5
Blueberries,09/23/2024,34
Raspberries,09/23/2024,40
Raspberries,09/23/2024,39
Strawberries,09/23/2024,28
Strawberries,09/23/2024,29.5
Blackberries,09/20/2024,42.5
Blackberries,09/20/2024,31.25
Blueberries,09/20/2024,60
Blueberries,09/20/2024,40.5
Blueberries,09/20/2024,21.5
Blueberries,09/20/2024,34
Raspberries,09/20/2024,39
Raspberries,09/20/2024,40
Strawberries,09/20/2024,28
Strawberries,09/20/2024,29.5
Blackberries,09/19/2024,42.5
Blackberries,09/19/2024,31.25
Blueberries,09/19/2024,60
Blueberries,09/19/2024,21.5
Blueberries,09/19/2024,40.5
Blueberries,09/19/2024,34
Raspberries,09/19/2024,40
Raspberries,09/19/2024,39
Strawberries,09/19/2024,28.25
Strawberries,09/19/2024,29.5
Blackberries,09/18/2024,31.25
Blackberries,09/18/2024,42.5
Blueberries,09/18/2024,40.5
Blueberries,09/18/2024,21.5
Blueberries,09/18/2024,60
Blueberries,09/18/2024,34
Raspberries,09/18/2024,40
Raspberries,09/18/2024,39
Strawberries,09/18/2024,28.25
Strawberries,09/18/2024,29.5
Blackberries,09/17/2024,41.5
Blackberries,09/17/2024,31.25
Blueberries,09/17/2024,40.5
Blueberries,09/17/2024,60
Blueberries,09/17/2024,21.5
Blueberries,09/17/2024,34
Raspberries,09/17/2024,40
Raspberries,09/17/2024,39
Strawberries,09/17/2024,28.25
Strawberries,09/17/2024,29.5
Blackberries,09/16/2024,31.25
Blackberries,09/16/2024,41.5
Blueberries,09/16/2024,60
Blueberries,09/16/2024,21.5
Blueberries,09/16/2024,40.5
Blueberries,09/16/2024,34
Raspberries,09/16/2024,40
Raspberries,09/16/2024,39
Strawberries,09/16/2024,28.25
Strawberries,09/16/2024,29.5
Blackberries,09/13/2024,31.25
Blackberries,09/13/2024,40.25
Blueberries,09/13/2024,40.5
Blueberries,09/13/2024,21.5
Blueberries,09/13/2024,60
Raspberries,09/13/2024,30
Raspberries,09/13/2024,40
Strawberries,09/13/2024,28.25
Strawberries,09/13/2024,29.5
Blackberries,09/12/2024,40.25
Blackberries,09/12/2024,31.25
Blueberries,09/12/2024,40.5
Blueberries,09/12/2024,60
Blueberries,09/12/2024,21.5
Strawberries,09/12/2024,29
Strawberries,09/12/2024,28.25
Raspberries,09/12/2024,40
Blackberries,09/11/2024,31.25
Blackberries,09/11/2024,40.25
Blueberries,09/11/2024,60
Blueberries,09/11/2024,40.5
Blueberries,09/11/2024,21.5
Raspberries,09/11/2024,40
Strawberries,09/11/2024,28.25
Strawberries,09/11/2024,29
Blackberries,09/10/2024,40.25
Blueberries,09/10/2024,39.25
Blueberries,09/10/2024,21.5
Blueberries,09/10/2024,40.5
Strawberries,09/10/2024,29
Strawberries,09/10/2024,28.25
Raspberries,09/10/2024,40
Blackberries,09/09/2024,40.25
Blueberries,09/09/2024,39.25
Blueberries,09/09/2024,21.5
Blueberries,09/09/2024,40.5
Strawberries,09/09/2024,29
Strawberries,09/09/2024,28.25
Raspberries,09/09/2024,40
Blackberries,09/06/2024,21.5
Blackberries,09/06/2024,40
Blueberries,09/06/2024,60
Blueberries,09/06/2024,21.5
Blueberries,09/06/2024,39.25
Raspberries,09/06/2024,40
Strawberries,09/06/2024,26
Strawberries,09/06/2024,28
Blackberries,09/05/2024,40
Blackberries,09/05/2024,21.5
Blueberries,09/05/2024,60
Blueberries,09/05/2024,21.5
Blueberries,09/05/2024,39.25
Raspberries,09/05/2024,40
Strawberries,09/05/2024,26
Strawberries,09/05/2024,28
Blackberries,09/04/2024,40
Blackberries,09/04/2024,21.5
Blueberries,09/04/2024,39.25
Blueberries,09/04/2024,21.5
Blueberries,09/04/2024,60
Strawberries,09/04/2024,28
Strawberries,09/04/2024,26
Raspberries,09/04/2024,40
Blackberries,09/03/2024,21.5
Blackberries,09/03/2024,40
Blueberries,09/03/2024,39.25
Blueberries,09/03/2024,21.5
Blueberries,09/03/2024,60
Strawberries,09/03/2024,28
Strawberries,09/03/2024,26
Raspberries,09/03/2024,40
Blackberries,08/30/2024,21.5
Blackberries,08/30/2024,42
Blueberries,08/30/2024,39.25
Blueberries,08/30/2024,21.5
Blueberries,08/30/2024,23
Strawberries,08/30/2024,25.25
Strawberries,08/30/2024,23.25
Raspberries,08/30/2024,40
Blackberries,08/29/2024,21.5
Blackberries,08/29/2024,42
Blueberries,08/29/2024,21.5
Blueberries,08/29/2024,39.25
Blueberries,08/29/2024,23
Strawberries,08/29/2024,25.25
Strawberries,08/29/2024,23.25
Raspberries,08/29/2024,40
Blackberries,08/28/2024,42
Blackberries,08/28/2024,21.5
Blueberries,08/28/2024,21.5
Blueberries,08/28/2024,23
Blueberries,08/28/2024,39.25
Strawberries,08/28/2024,25.25
Strawberries,08/28/2024,23.25
Raspberries,08/28/2024,40
Blackberries,08/27/2024,21.5
Blackberries,08/27/2024,35
Blueberries,08/27/2024,23
Blueberries,08/27/2024,39.25
Blueberries,08/27/2024,21.5
Strawberries,08/27/2024,25.25
Strawberries,08/27/2024,23.25
Raspberries,08/27/2024,40
Blackberries,08/26/2024,35
Blackberries,08/26/2024,21.5
Blueberries,08/26/2024,39.25
Blueberries,08/26/2024,23
Blueberries,08/26/2024,21.5
Strawberries,08/26/2024,25.25
Strawberries,08/26/2024,23.25
Raspberries,08/26/2024,40
Blackberries,08/23/2024,21.5
Blackberries,08/23/2024,35
Blueberries,08/23/2024,21.5
Blueberries,08/23/2024,39.25
Blueberries,08/23/2024,23
Strawberries,08/23/2024,25.25
Strawberries,08/23/2024,23.25
Raspberries,08/23/2024,40
Blackberries,08/22/2024,35
Blackberries,08/22/2024,21.5
Blueberries,08/22/2024,39.25
Blueberries,08/22/2024,23
Blueberries,08/22/2024,21.5
Strawberries,08/22/2024,25.25
Strawberries,08/22/2024,23.25
Raspberries,08/22/2024,33.5
Raspberries,08/22/2024,42
Blackberries,08/21/2024,35
Blackberries,08/21/2024,21.5
Blueberries,08/21/2024,21
Blueberries,08/21/2024,39.25
Blueberries,08/21/2024,23
Strawberries,08/21/2024,25.25
Strawberries,08/21/2024,23.25
Raspberries,08/21/2024,33.5
Raspberries,08/21/2024,42
Blackberries,08/20/2024,35
Blackberries,08/20/2024,21.5
Blueberries,08/20/2024,23
Blueberries,08/20/2024,39.25
Blueberries,08/20/2024,21
Strawberries,08/20/2024,25.25
Strawberries,08/20/2024,23.25
Raspberries,08/20/2024,33.5
Raspberries,08/20/2024,42
Blackberries,08/19/2024,21.5
Blackberries,08/19/2024,35
Blueberries,08/19/2024,23
Blueberries,08/19/2024,39.25
Blueberries,08/19/2024,21
Strawberries,08/19/2024,25.25
Strawberries,08/19/2024,23.25
Raspberries,08/19/2024,41
Raspberries,08/19/2024,33.5
Blackberries,08/16/2024,21.5
Blackberries,08/16/2024,35
Blueberries,08/16/2024,24.5
Blueberries,08/16/2024,23
Blueberries,08/16/2024,21
Strawberries,08/16/2024,25.25
Strawberries,08/16/2024,20.75
Raspberries,08/16/2024,33.5
Raspberries,08/16/2024,41
Blackberries,08/15/2024,35
Blackberries,08/15/2024,21.5
Blueberries,08/15/2024,21
Blueberries,08/15/2024,23
Blueberries,08/15/2024,24.5
Strawberries,08/15/2024,25.25
Strawberries,08/15/2024,20.75
Raspberries,08/15/2024,33.5
Raspberries,08/15/2024,41
Blackberries,08/14/2024,21.5
Blackberries,08/14/2024,35
Blueberries,08/14/2024,21
Blueberries,08/14/2024,23
Blueberries,08/14/2024,24.5
Raspberries,08/14/2024,33.5
Raspberries,08/14/2024,41
Strawberries,08/14/2024,20.75
Strawberries,08/14/2024,25.25
Blackberries,08/13/2024,35
Blackberries,08/13/2024,21.5
Blueberries,08/13/2024,21
Blueberries,08/13/2024,23
Blueberries,08/13/2024,24.5
Raspberries,08/13/2024,33.5
Raspberries,08/13/2024,41
Strawberries,08/13/2024,20.75
Strawberries,08/13/2024,25.25
Blackberries,08/12/2024,21.5
Blackberries,08/12/2024,35
Blueberries,08/12/2024,24.5
Blueberries,08/12/2024,23
Blueberries,08/12/2024,21
Raspberries,08/12/2024,41
Raspberries,08/12/2024,33.5
Strawberries,08/12/2024,20.75
Strawberries,08/12/2024,25.25
Blackberries,08/09/2024,21.5
Blackberries,08/09/2024,35
Blueberries,08/09/2024,24.5
Blueberries,08/09/2024,21
Blueberries,08/09/2024,23
Raspberries,08/09/2024,33.5
Raspberries,08/09/2024,41
Strawberries,08/09/2024,20.75
Strawberries,08/09/2024,25.25
Blackberries,08/08/2024,35
Blackberries,08/08/2024,21.5
Blueberries,08/08/2024,21
Blueberries,08/08/2024,24.5
Blueberries,08/08/2024,23
Raspberries,08/08/2024,33.5
Raspberries,08/08/2024,41
Strawberries,08/08/2024,20.75
Strawberries,08/08/2024,25.25
Strawberries,08/08/2024,16
Blackberries,08/07/2024,35
Blackberries,08/07/2024,21.5
Blueberries,08/07/2024,24.5
Blueberries,08/07/2024,21
Blueberries,08/07/2024,23
Raspberries,08/07/2024,41
Raspberries,08/07/2024,33.5
Strawberries,08/07/2024,20.75
Strawberries,08/07/2024,16
Strawberries,08/07/2024,25.25
Blackberries,08/02/2024,35
Blackberries,08/02/2024,21.5
Blueberries,08/02/2024,24.5
Blueberries,08/02/2024,21
Blueberries,08/02/2024,23
Raspberries,08/02/2024,41
Raspberries,08/02/2024,33.5
Strawberries,08/02/2024,20.75
Strawberries,08/02/2024,16
Strawberries,08/02/2024,25.25
Blueberries,08/01/2024,21.25
Blueberries,08/01/2024,22
Blueberries,08/01/2024,21
Blueberries,08/01/2024,24.5
Blueberries,08/01/2024,17
Blackberries,08/01/2024,21.5
Blackberries,08/01/2024,35
Raspberries,08/01/2024,41
Raspberries,08/01/2024,33.5
Strawberries,08/01/2024,20.75
Strawberries,08/01/2024,16
Strawberries,08/01/2024,25.25
Blueberries,07/31/2024,21.25
Blueberries,07/31/2024,22
